id_comment;id_user;id_movie;content;date
0;10;22;I'm surprised that this film is rated one of the top movies of all time, it's good don't get me wrong but not that good. if you're considering watching it, then buckle up for long boring pointless scenes! it doesn't have artistic cinematography, it doesn't have good music, it doesn't have a villain, it doesn't have outstanding scenes but it does have a decent story and good characters. maybe it was something in the fifties but not these days, Kurusawa is overrated and by the way I watched thousands of movies and I don't see something outstanding in his work. Remember the movie is 3h and 27m It's watchable but not great.;2023-03-07
0;11;22;"While I'd recommend this movie to anyone who hasn't seen it, I really don't think it's worthy of a top 10 ranking. The storyline was solid, but, like most movies of it's era, the over-acting bordered on being comical. Which brings up a point...I have read several user comments about how older movies don't get a fair shake in the movie rankings. I completely disagree, I think a lot of the ""timeless classics"" are rated a lot higher than deserved. Fact of the matter is, modern movies ARE better than movies of bygone eras...the acting is better, the storylines are crisper, they're better directed, there's more attention to detail, etc. This is just one guy's opinion, but after watching this movie, ask yourself a question...If this movie were to come out today (with the same acting and directing), would it receive the same high acclaim it enjoys? No way.";2023-03-08
0;12;22;I really like this movie and have seen it several times, but each time I have to question why the bandits would attack a defended village. They had pillaged it before an unknown number of times and each time would have just ridden in and taken what they wanted. This time was radically different. Gone were the straightforward accesses and in place were flooded areas, stout fences, and Samauri. I would have to say the bandit leader was lacking in marbles. Why not just ride on to the next village and plunder that one? Why engage a formidable enemy and risk losing any men at all? At any rate had I been a rider I would have ridden the other way once the fighting began and not stick with an idiot who called himself the leader.;2023-04-21
0;13;22;Let's see what this movie didn't have going for it to this middle-aged American. 1. It's in black-and-white 2. It's in Japanese 3. It takes place in a 16th century Japanese farming village 4. It's subtitled...and 5. It's 207 minutes long And it's just about the best movie I've ever seen...the time flew by. I didn't want it to end. Kurisawa has made a masterpiece I can't recommend highly enough.;2022-12-31
0;1;23;"I've seen way too many thrillers. You name it: ""Identity"", ""Seven"", ""The Usual Suspects"", etc., etc., etc. I remember my friend being so obsessed with ""Silence of the Lambs"", that it drove me crazy. And I hated the movie naturally and refused to see it. But everyone told me that I have to see this, so I let my guard down. And had an open mind, and I'm glad I did. My friend was right, this is a great movie. It is so well acted, I couldn't even describe. I loved ""Silence of the Lambs"" and would recommend it to anyone. It's creepy and exciting. Trust me, you'll love it.";2023-05-29
0;2;23;The Silence of the Lambs, having accomplished the rare feat of winning all five of the major Academy Award categories, is a remarkable achievement in filmmaking. Gruesome, pulpish material was transformed by dedicated participants on all levels of production, and a film that would have failed in the hands of many others wound up becoming a modern masterpiece. Taut direction and a superb screenplay might be the best arguments for the film's power, but the flashiest are certainly delivered in the bravura performances of Hopkins and Foster. Their interplay -- and remember, they only share a handful of scenes together -- is nothing short of riveting.;2022-12-26
0;3;23;This is definitely a film that proves you don't need tons of blood and gore to have a good suspense film. Anthony Hopkins performance as the deranged genius Lecter earned him a well deserved Academy Award and the same was true of Jodie Foster's performance as Clarice Starling. This film should go down in history as one of the greatest suspense films in the history of cinema.;2022-08-17
0;4;23;"Great job by Foster and Hopkins. Hannibal's part could have been fleshed out a little more, though (sorry, couldn't resist that one). The book described him in more detail and made him even more reprehensible; the movie could have spent five minutes more and done the same.";2022-12-27
0;5;23;And am scratching my head as to why it won a Best Picture Oscar. It's not a terrible movie but it's a pretty standard B thriller with A list actors in it. I won't be going out of my way to see it again. And I'll be skipping the special features on the DVD. Nothing about this film impressed me enough to watch any promos on how it was made.;2022-07-19
0;6;24;"The opening beach assault sequences were the most violent, realistic, and upsetting filming I've ever seen; looked as though the thing was actual combat footage. The shushing noises of rounds cutting through the air was the most chilling part of all. Perfect portrayal of the insane stupidity of war and the anguish of all who enter this most foolish of enterprises. A must see.";2022-09-10
0;7;24;I have never been affected by a movie the way Saving Private Ryan affected me. That movie really took me out of my seat in the movie theater and practically had me believing I was really in the battle with John Miller. When somebody was dying in that movie, it felt as if you could almost feel their pain. Speilberg did an unbelievable job of putting realism into this movie with the camera-work and everything else. Simply amazing. An all time great;2022-12-24
0;8;24;A very cool movie that contains the best movie editorial, a shocking ending, characters that the viewer has to watch, and a great acting representation;2022-09-21
0;9;25;I agree with the other positive reviews here. I just saw this again after 15 years - still far exceeds anything made today when it comes to struggles of troubled youth in urban slums plagued by drugs and violence. So raw. So shocking to the system. Highly recommended!;2023-05-20
0;10;25;Incredible film. Not much to say, yet I could say it all. The film is absolutely splendid in its use of colour, characters and especially music. Though some might complain of the shaky Super 16 footage, it is evidently for effect as the first half (golden age) is filmed with lots of aerials, and smooth, precise shots.;2023-05-07
0;11;25;This is just a masterpiece of story-telling, a movie made with love and passion from everyone involved, simply an amazing movie, go watch it, I just can tell you this: City of God is the best film of Latin America, possibly the best film of the decade, and definitely one of the best films ever made.;2023-01-13
0;12;25;I knew nothing of this film before I saw it by chance in a rare Pub open screening, but boy was I glad I got the chance to take a look. I was riveted all night - I completely ignored my friends! I thought it was an awesome re-enactment of a true story - powerful, moving, raw, real - and even funny in parts. I walked away afterwards, beaming. It's rare a great film like this is made, especially these days. I gave it ten out of ten. Please see it if you can.;2023-01-15
0;13;25;Fernando Mierelles is a genius. I'll tell you why. He directed a bunch of non-actors and made them feel real, like they were real characters. It's not like these guys are playing themselves 100% I'm sure the actor of Lil Ze is not a real psychopath. The way City of God is shot makes it feel real, like a documentary, and it is kind of beautiful. The storytelling is clever, and the use of shots is also very clever. Can't believe how this movie didn't win or get nominated for best foreign. It's violent and brutal, but still a remarkable film.;2023-04-20
0;1;25;"""City Of God"" (Cidade de Deus) is the best Brazilian film of all time. Technically perfect in directing, cinematography, editing, soundtrack and cast. Realistic, violent, impactful, this film is cinema of the best quality";2022-09-14
0;2;26;A science-fiction masterpiece. Nolan executes a marvelous direction that slowly but efficiently puts in place a dark world creating a necessity to save humanity. Add to that great performances from Nolan and Hathaway plus a great score from Hans Zimmer. The result is on the best science-fiction movies of all time.;2022-12-14
0;3;26;After watching this insane movie in the theatres back in 2014 I swore to god I will wait 5 years to watch it again so I get to forget it and experince the insanity it has again This without doubt is THE BEST MOVIE EVER MADE;2022-10-22
0;4;26;Sometimes I just need to see the start. Or end. Or a trailer. Or the music and theme from Hans Zimmer. Or the whole movie. Just to feel that thing, I only get from this movie. That the earth, space and time are something special, mystical. I never forget the first time I saw this movie, in an IMAX theatre in 2014. I was struck by it. Totally got me. And it stil does, 7 years later. This is the best movie ever made for me. Because of the feeling it gives me, no other movie can. So hard to get all of this emotion in only one movie. Brilliant.;2023-02-05
0;5;26;I hadn't seen this but movie and caught it on a flight back from the DR. One of my favorite movies of all time. I would give the first half of the movie an 11/10, just completely enjoyed it as a sci fi/ thriller(in the sense of so much always being on the line). I loved the acting and just yeah, a great movie and one you should go see if you never have;2023-04-27
0;6;26;This movie is no doubt the best I've ever scene this movie gives you everything emotions,love,hype,excitement,etc.. In my opinion this is the best movie made by Christopher nolan. The ending is so good that I had to watch it twice I loved this movie so much and tbh I don't think any movie will Top this one for me .;2023-03-09
0;7;26;'Interstellar (2014)' is a space-epic that feels remarkably intimate and emotionally resonant while also being sweeping in scope and visually stunning. The mixture of earthy textures and sleek sci-fi aesthetics makes for an interesting visual juxtaposition between the two sets of characters. While its third act does get a little existential and abstract, the narrative reasoning behind it and scientific integrity leading up to it allows for constant believability. This film never fails to have an impact on me, it is truly breathtaking work. In fact, it is one of my favourite pictures of all time;2023-06-08
0;8;27;Emotional extremes abound, this story takes you round and around, elevating high, then smashing you down, your guiding light, an endearing clown.;2023-04-10
0;9;27;This may be one of the best films ever made. I've never seen a movie with such a balance of hysterical comedy and serious drama. Roberto Benigni totally deserved his Oscars. People on this site have said such negative things about him and this film. Mr. Benigni had a lot of guts to make this film, and there's not another film like it. He handled both the comedy and drama aspects beautifully. I loved the beautiful cinematography, scenery, and the characters. This movie is magnificent in every way. Don't miss it!;2022-10-23
0;10;27;Life Is Beautiful takes the premise that love and hope can survive the most trying of conditions, in this case a Nazi concentration camp. Most everyone knows this very popular and honored film, so I won't belabor the story. Briefly, in my humble opinion, this film deserves all the accolades it's been awarded. A near perfect film, my only gripe is that Mr. Benigni's performance could have been more understated, especially the half of the film that's set in the concentration camp. But this is only a slight complaint. For a joyful, life-affirming movie, Life Is Beautiful is tops. But be forewarned, as its principal backdrop of anti-Semitism and Nazi murder, it is not a very happy movie.;2022-07-24
0;11;27;I never thought that a movie regaring war would be so moving and of so high quality. I cried a lot in this movie. Everithing in this movie is so beautiful!!! Really, I don't know what to say!! This movie is simply breathtaking and everyone sould see it. Not to mention the its amazing soundtrack...;2023-05-01
0;12;28;i expected this movie to be a normal and i just want to see it for Tom Hanks but as movie goes through i cry,i laugh and there comes a feeling which can't be described in words. i rate this movie as the best i have ever seen. some moments in the movie makes me hold my bed pillow in the tightest ever grip. i can guarantee that this movie will leave an impression in your mind for a long time. i even say that this movie is better than shawshank redemption.fantastic story, brilliant acting,mind boggling feelings and overall an unforgettable drama. if you have watched 1000 movies and not this then your movie watching journey is incomplete.i will also make sure that even my next generation should watch this one.;2023-01-25
0;13;28;You tell God the Father it was a kindness you done. I know you hurtin' and worryin', I can feel it on you, but you oughta quit on it now. Because I want it over and done. I do. I'm tired, boss. Tired of bein' on the road, lonely as a sparrow in the rain. Tired of not ever having me a buddy to be with, or tell me where we's coming from or going to, or why. Mostly I'm tired of people being ugly to each other. I'm tired of all the pain I feel and hear in the world everyday. There's too much of it. It's like pieces of glass in my head all the time. Can you understand?;2022-12-28
0;1;28;Some of the supporting characters are a little two-dimensional, but 'The Green Mile' is an incredibly effective prison drama with terrific performances and a script that deals with grief in an innovative and emotionally resonant way.;2023-03-27
0;2;28;With this movie Tom Hanks proves why he is one of the all time best male actors that shook the world with their abnormal amazing acting roles. Among the TOP 100 IMDB rated movies, he has probably more than 4-5, including The Green Mile, Forest Gump and Saving Private Ryan, Captain Philips was also an amazing movie. But the spotlight in The Green Mile is reserved for Michael Clarke Duncan in the role of John Coffey. Nobody can count the amount of people that this person made cry in the early 2000's. He is the most adoring male human being that showed up on the movie screen in this century, his acting is out of this world and emotions are leaking out of every cell of his body. The fact that the actor died 7 years ago makes everyone 10 times more sad....rest in piece legend. Above all, we must not forget that this is another movie based on a Stephen King novel that succeded big time, which shows why we may consider King as the best novel writer of all time;2022-12-08
0;3;29;Only seen the original Star Wars films a few times, I tend to forget how great of a magical experience it is! A New Hope is so awesome in so many aspects especially the music and sounds of everything! It's amazing how it was made for it's time I still I don't understand how they did many things. I will admit it has a few bits that are boring but still glorious. Up until a few years ago I didn't see most of the films and I didn't understand the hype now I do in which I'm happy with them all even seen the new ones.;2022-09-02
0;4;29;This movie is a cinematic masterpiece that will be loved forever. The special affects are so good for 1977 and the soundtrack for this movie is amazing.;2022-06-24
0;5;29;This movie when I first saw it as a kid absolutely amazed me and put me into a world where I wished I could be! The story is absolutely genius, the characters are amazing! Everything about this movie is amazing! George Lucas made an absolute masterpiece of a film!!!!! May The Force Be With You!;2023-01-15
0;6;29;The best Star Wars movie is recommended for anyone who wants to start watching the Star Wars series to start this movie.;2023-05-16
0;7;29;Star Wars (A New Hope) is a near perfect sci-fi adventure that's incredibly bold, original and extremely entertaining. Mark Hamill, Harrison Ford, Anthony Daniels and Carrie Fisher all give incredible performances. James Earl Jones is fantastic as Darth Vader, one of the best villains of all time. Alec Guinness gives a great supporting performance. The visual effects are stunning and still look really good. It's extremely well paced and genuinely thrilling throughout with excellent action sequences and space battles. The music by John Williams is perfect as well as George Lucas's direction as the film is beautifully filmed.;2022-08-27
0;8;30;The best terminator movie by far and one of the all time greatest movies ever made. The effects are amazing for the early 90s and hold up even by todays standards. The storyline is easy to follow and the action scenes are amazing. The characters are well cast and the actors sell this movie. An absolute classic.;2023-02-08
0;9;30;A classic and belongs in the top tier of action films. The action sequences are exciting and plain awesome. Involving an arsenal of weapons, a Harley-Davidson and Arnold Schwarzenegger, action movies don't get better than this.;2022-11-23
0;10;30;I am not a big fan of sequels,as most of them disappoint,but T2 certainly does not.In fact,it's a rare case,at least in my opinion, of a sequel actually surpassing the original film in terms of greatness.As in 99.9% of his films,Arnold Schwarzenegger is the good guy once again,but you don't mind once you witness the incredible villain performance of Robert Patrick.This film is nothing short of a beginning to end thrill ride.Let us not forget the talents of Linda Hamilton and Edward Furlong,who gave great supporting efforts.Thumbs up!;2022-10-12
0;11;30;The best sci-fi action movie I watched, I really enjoyed watching the movie. Terminator's character was excellent and surpassed the first part, Sarah's character was excellent and I liked the development of her character, John's character I did not like, T-1000 was terrifying and I really enjoyed confrontations with the protagonists, the action scenes were great, The visual effects in proportion to its time were great, and still can be watched, the film is the second best action movie I have seen, and I highly recommend watching it. ;2023-01-09
0;12;30;I like the bit where he shoots the locks off of the gates whilst riding a motorcycle;2023-02-13
0;13;30;Terminator 2 is the best film I have ever seen hands down. It surpasses the original in almost every way except the first film had a darker moodier atmosphere. But Terminator 2 has much much more, more character development, better acting strong direction, and THE most amazing visual effects ever!!! Cameron's and Schwarzenegger's best movie. A true classic. The Best!!!;2023-01-27
